seed,early_predictability,middle_predictability,late_predictability,late_minus_early,final_minus_early,early_alignment,late_alignment,late_minus_early_alignment,final_minus_early_alignment
0,0.9236063037438774,0.9087034995301491,0.9394104389566749,0.015804135212797443,0.03642131151153005,-0.30724717676639557,-0.49644991755485535,-0.18920274078845978,-0.2994600981473923
1,0.9304459308449301,0.9175219105603494,0.9451977150347133,0.01475178418978318,0.03223154239811754,-0.3330824598670006,-0.5134692490100861,-0.18038678914308548,-0.2811264172196388
2,0.9345333589707734,0.9209866229015679,0.94650057361423,0.011967214643456625,0.028689523213455526,-0.3280411884188652,-0.5081511065363884,-0.1801099181175232,-0.2735833004117012
